jurisdiction,year,quarter,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
Siskiyou Sheriff's Department,2017,3,3,2,NA,NA,1,0,NA,NA,NA,5,22,Siskiyou County,06,093,06093
Solano Sheriff's Department,2017,3,2,8,7e3,6e3,1,20,171074,15805,21.9,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2017,3,4,22,1774,10949,0,4,214196,32744,23,11,52,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2017,3,33,NA,NA,NA,2,1,116206,14952,23,7,76,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2017,3,2,2,NA,NA,0,0,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2017,3,NA,NA,NA,NA,15,0,51152,25621,24,NA,27,Tehama County,06,103,06103
Trinity Sheriff's Department,2017,3,NA,NA,NA,NA,7,0,5505,2605,15,5,45,Trinity County,06,105,06105
Tulare Sheriff's Department,2017,3,NA,NA,NA,NA,NA,0,NA,NA,40,13,85,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2017,3,1,3,498,1758,0,0,14153,1488,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2017,3,NA,NA,5852,14561,4,14,176739,24069,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,2017,3,0,2,569,4451,NA,9,39619.57,8440.04,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2017,3,NA,NA,272,557,45,5,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2017,2,120,750,4788,10897,2.4,12,110750,478603.22000000003,23,18,54,Alameda County,06,001,06001
Amador Sheriff's Department,2017,2,0,0,0,0,0,0,4928.07,1511.6599999999999,21.85,5.21,47,Amador County,06,005,06005
Butte Sheriff's Department,2017,2,NA,NA,NA,NA,NA,NA,43041,2839,14,9,20,Butte County,06,007,06007
Calaveras Sheriff's Department,2017,2,NA,NA,171,2358,0,5,4904.1500000000005,770.8,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2017,2,0,0,152,1267,2.66,1,5673,2839,21.310000000000002,9.81,54.33,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2017,2,NA,NA,556,1483,5,20,353686.6,61267,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2017,2,NA,NA,NA,NA,0,2,NA,NA,19.6,7.3,67.8,El Dorado County,06,017,06017
Fresno Sheriff's Department,2017,2,35,161,NA,NA,9.5,20,347932,41388,34.3,26.6,33.8,Fresno County,06,019,06019
Glenn Sheriff's Department,2017,2,0,0,257,1665,2,1,6862,608,41,45,41,Glenn County,06,021,06021
Humboldt Sheriff's Department,2017,2,NA,NA,826,5017,0,7,20128,13032,15.450000000000001,8.19,43.97,Humboldt County,06,023,06023
Imperial Sheriff's Department,2017,2,NA,NA,900,3715,NA,3,23706,3407,8,9,9,Imperial County,06,025,06025
Inyo Sheriff's Department,2017,2,NA,NA,178,1459,1,0,NA,NA,NA,5,NA,Inyo County,06,027,06027
Kern Sheriff's Department,2017,2,329,280,7011,49123,3,3,540267.3300000001,312295.45,28,17,60,Kern County,06,029,06029
Kings Sheriff's Department,2017,2,NA,NA,737,1659,10,8,37365.1,9398.34,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2017,2,NA,NA,261,2289,NA,NA,18715,9890,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2017,2,NA,NA,13,59,0,0,4013.23,655.97,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2017,2,NA,NA,63390,309197,21,110,6093867,1050966,61.8,5.28,63.449999999999996,Los Angeles County,06,037,06037
Madera Corrections Department,2017,2,NA,NA,NA,NA,8,6,25591,3559,29,10,47,Madera County,06,039,06039
Marin Sheriff's Department,2017,2,3,1,105,314,20,NA,58100,17665,25,18,53,Marin County,06,041,06041
Mariposa Sheriff's Department,2017,2,0,0,84,962,0,1,9871.09,2956.03,NA,NA,NA,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2017,2,NA,NA,333,3519,2,6,23083.6,6159.58,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2017,2,NA,NA,NA,NA,1,0,40350,NA,33.9,28.6,41.3,Merced County,06,047,06047
Modoc Sheriff's Department,2017,2,2,4,89,171,1,0,6220.01,5217.64,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2017,2,0,1,11,81,1,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2017,2,NA,NA,2857,7862,0.01,0,97130.17000000001,35185.719999999994,25.4,20.9,31.6,Monterey County,06,053,06053
Napa Corrections Department,2017,2,3,NA,1091,4527,0,3,37681,17701,16,19,18,Napa County,06,055,06055
Nevada Sheriff's Department,2017,2,NA,NA,NA,NA,NA,NA,18679.87,2474.53,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2017,2,14,46,30735,137420,4.6,10,928751,159879,43,1.4,46.6,Orange County,06,059,06059
Santa Ana Police Department,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange County,06,059,06059
Placer Sheriff's Department,2017,2,NA,NA,603,2331,0,6,103481,33460,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2017,2,0,0,76,542,0,0,15184,4830,14.2,7.4,32.8,Plumas County,06,063,06063
Riverside Sheriff's Department,2017,2,7,18,19642,200692,6.7,16,569291,267523,27,NA,NA,Riverside County,06,065,06065
Sacramento Sheriff's Department,2017,2,75,358,6515,34239,0.0444691,23,874896,278272,35,25,66,Sacramento County,06,067,06067
San Benito Sheriff's Department,2017,2,0,0,NA,NA,0,0,13426,7501,15,8,35,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2017,2,3,3,16650,228799,0.49,19,508888,188462,NA,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2017,2,169,484,17263,30346,5,29,1164102,221400,26.3,12,79,San Diego County,06,073,06073
San Diego Work Furlough,2017,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2017,2,NA,NA,12391,5191,NA,17,646165.76,57963.75,27.07,14.41,81.61999999999999,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2017,2,NA,NA,NA,NA,0,NA,NA,NA,20,6,49,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2017,2,NA,NA,1572,17273,NA,2,93458,20528,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2017,2,28,110,4033,35291,0,9,NA,NA,27,6,76,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2017,2,3,26,NA,NA,NA,20,93179.26,NA,20,15,20,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2017,2,47,NA,NA,NA,NA,1,433374,157811,42,NA,106,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2017,2,NA,NA,2635,9086,3,5,66067,14776,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2017,2,NA,NA,1164,5198,NA,8,48764,35668,NA,NA,NA,Shasta County,06,089,06089
Siskiyou Sheriff's Department,2017,2,1,2,266,1120,1,0,31792,20321,18,4,33,Siskiyou County,06,093,06093
Solano Sheriff's Department,2017,2,17,2,7e3,6e3,1,32,121528,27539,23.2,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2017,2,4,9,1748,10724,0,0,301769,122599,25.2,13.7,56.9,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2017,2,32,NA,NA,NA,2,0,116176,4877,25,6,81,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2017,2,2,3,NA,NA,0,0,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2017,2,NA,NA,NA,NA,15,1,50422,29517,24,NA,33,Tehama County,06,103,06103
Trinity Sheriff's Department,2017,2,NA,NA,NA,NA,0,0,6842,4074,15,9,33,Trinity County,06,105,06105
Tulare Sheriff's Department,2017,2,NA,NA,NA,NA,NA,0,NA,NA,43.87,26.34,74.02,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2017,2,3,1,564,1921,0,0,20450,1965,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2017,2,NA,NA,5846,14390,0.04,10,190356,20671,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,2017,2,4,22,609,4440,NA,2,24856.47,16559.66,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2017,2,NA,NA,281,571,45,4,35477.450000000004,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2017,1,101,877,4771,10987,3,17,1108910,478508,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,2017,1,0,0,0,0,0,3,15108,1512,28.9,6.4,61.4,Amador County,06,005,06005
Butte Sheriff's Department,2017,1,NA,NA,NA,NA,NA,NA,37340,2802,26,9,54,Butte County,06,007,06007
Calaveras Sheriff's Department,2017,1,NA,NA,170,2394,0,0,8948,2116,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2017,1,0,0,186,1708,1.09,2,6746,2247,23.459999999999997,9.55,57.51,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2017,1,NA,NA,602,1506,5,20,325587,54560,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2017,1,NA,NA,NA,NA,0,5,NA,NA,21.2,11.1,54.4,El Dorado County,06,017,06017
Fresno Sheriff's Department,2017,1,33,141,NA,NA,10.1,2,107354.09,13783.84,34.5,26.7,27.2,Fresno County,06,019,06019
Glenn Sheriff's Department,2017,1,0,0,247,3507,1,1,7344,752,38,31,36,Glenn County,06,021,06021
Humboldt Sheriff's Department,2017,1,NA,NA,842,5237,0,7,18448,11104,15.8,8.34,42.9,Humboldt County,06,023,06023
Imperial Sheriff's Department,2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,2017,1,NA,NA,174,1426,1,0,36656,29229,23,4,43,Inyo County,06,027,06027
Kern Sheriff's Department,2017,1,300,251,6999,49040,3,7,292323,111210,27,16,60,Kern County,06,029,06029
Kings Sheriff's Department,2017,1,NA,NA,713,1571,10,9,55448,21102,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2017,1,NA,NA,267,2332,NA,NA,24488,6182,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2017,1,NA,NA,17,48,0,0,6003,1013,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2017,1,NA,NA,63463,309355,21,137,4981538,621808,62,4.95,63,Los Angeles County,06,037,06037
Madera Corrections Department,2017,1,NA,NA,NA,NA,6,6,37131,4151,31,7,44,Madera County,06,039,06039
Marin Sheriff's Department,2017,1,3,7,162,390,20,NA,64648,24883,22,16,50,Marin County,06,041,06041
Mariposa Sheriff's Department,2017,1,0,0,100,973,0,0,20251,8002,16.5,9.7,35.6,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2017,1,NA,NA,421,3786,3,5,25572,7885,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2017,1,NA,NA,3757,6344,NA,0,49264,14716,32.7,28.6,38.4,Merced County,06,047,06047
Modoc Sheriff's Department,2017,1,3,5,79,184,1,0,15624.99,12841.84,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2017,1,NA,NA,2865,7918,0.02,0,172699,17659,27.5,22.5,34,Monterey County,06,053,06053
Napa Corrections Department,2017,1,1,NA,1101,4471,0,1,61508,28042,22,24,21,Napa County,06,055,06055
Nevada Sheriff's Department,2017,1,NA,NA,NA,NA,NA,NA,17459,8317,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2017,1,22,48,30786,137127,4.5,13,815883,133063,45.9,1.3,50,Orange County,06,059,06059
Santa Ana Police Department,2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange County,06,059,06059
Placer Sheriff's Department,2017,1,NA,NA,600,2063,0,6,109564,17021,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2017,1,0,0,83,537,0,0,12408,2825,15.3,17.9,8.3,Plumas County,06,063,06063
Riverside Sheriff's Department,2017,1,5,14,19731,200431,7,17,426360,216503,28,4,66,Riverside County,06,065,06065
Sacramento Sheriff's Department,2017,1,65,238,6482,44702,3.4,13,874896,278272,36,27,60,Sacramento County,06,067,06067
San Benito Sheriff's Department,2017,1,0,0,NA,NA,0,0,11547,5339,9,5,22,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2017,1,4,13,16650,211856,0.54,12,376606,136772,NA,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2017,1,166,537,NA,NA,5,24,1239077,240475,25.9,12.2,74.2,San Diego County,06,073,06073
San Diego Work Furlough,2017,1,NA,NA,NA,NA,NA,1,NA,NA,69.91000000000001,60.71,79.11,San Diego County,06,073,06073
San Francisco Sheriff's Department,2017,1,NA,NA,12365,4640,NA,9,707003,94805,26,13,82,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2017,1,NA,NA,NA,NA,0,NA,NA,NA,22,7,53,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2017,1,NA,NA,1546,17153,NA,1,99364,20972,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2017,1,27,130,4045,32093,0,11,NA,NA,26,6,71,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2017,1,3,25,NA,NA,NA,15,82098,NA,18,14,20,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2017,1,35,NA,NA,NA,NA,2,339599,158312,37,59,97,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2017,1,NA,NA,2627,9142,3,2,50169,24996,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2017,1,NA,NA,1230,5256,NA,6,20745,15404,NA,NA,NA,Shasta County,06,089,06089
Siskiyou Sheriff's Department,2017,1,1,2,246,1074,0,0,23503,14686,19,5,33,Siskiyou County,06,093,06093
Solano Sheriff's Department,2017,1,18,1,7e3,6e3,1,35,120536,24534,24.1,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2017,1,6,12,1764,10764,0,0,268791,122599,28,46,56,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2017,1,33,NA,NA,NA,2,2,124919,9348,26,9,75,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2017,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2017,1,NA,NA,NA,NA,15,1,55464,32484,25,NA,27,Tehama County,06,103,06103
Trinity Sheriff's Department,2017,1,NA,NA,NA,NA,8,3,5788,2775,11,7,20,Trinity County,06,105,06105
Tulare Sheriff's Department,2017,1,NA,NA,NA,NA,NA,0,NA,NA,50.05,28.479999999999997,83.28,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2017,1,1,11,553,1967,0,0,34010,3220,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2017,1,NA,NA,5753,13983,0.8,6,154007,24245,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,2017,1,0,1,635,4499,NA,2,48508,15314,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2017,1,NA,NA,278,578,45,2,28364,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2016,4,95,852,4677,11325,3,15,1105670,477412,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,2016,4,0,0,0,0,0,2,14647,1778.3,25.12,8.870000000000001,46.67,Amador County,06,005,06005
Butte Sheriff's Department,2016,4,NA,NA,NA,NA,NA,NA,51292,8072,14,5,32,Butte County,06,007,06007
Calaveras Sheriff's Department,2016,4,NA,NA,175,2456,0,1,9542,1634,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2016,4,0,2,176,1661,2.597,0,6357,5985,24.99,9.84,62.07,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2016,4,NA,NA,502,1468,5,21,281693,60315,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2016,4,NA,NA,NA,NA,0,2,NA,NA,24.9,15.6,59.3,El Dorado County,06,017,06017
Fresno Sheriff's Department,2016,4,31,154,NA,NA,9.5,5,262169,31126,38.7,28.8,28.1,Fresno County,06,019,06019
Glenn Sheriff's Department,2016,4,0,0,260,3343,1,0,6067,731,25,19,36,Glenn County,06,021,06021
Humboldt Sheriff's Department,2016,4,NA,NA,901,5451,0,9,21072,8996,14.6,7.2,43.2,Humboldt County,06,023,06023
Imperial Sheriff's Department,2016,4,NA,NA,4310,8802,NA,4,37442,3671,7,8,9,Imperial County,06,025,06025
Inyo Sheriff's Department,2016,4,NA,NA,178,1383,2,0,28579,19208,24,4,41,Inyo County,06,027,06027
Kern Sheriff's Department,2016,4,194,215,6923,49318,3,5,265892,106115,28,18,55,Kern County,06,029,06029
Kings Sheriff's Department,2016,4,NA,NA,709,1616,7,6,65486,18649,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2016,4,NA,NA,280,2379,NA,NA,21362,7862,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2016,4,NA,NA,10,42,0,0,4539,1013,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2016,4,NA,NA,63616,309984,21,136,5254479,635726,62.620000000000005,6.6899999999999995,64.14,Los Angeles County,06,037,06037
Madera Corrections Department,2016,4,NA,NA,NA,NA,1,2,38630,1142,30,14,49,Madera County,06,039,06039
Marin Sheriff's Department,2016,4,5,5,73,263,20,NA,98523,22451,23,17,48,Marin County,06,041,06041
Mariposa Sheriff's Department,2016,4,0,0,108,1105,0,1,19141,8231,21.4,9.9,48.4,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2016,4,NA,NA,387,3678,3,1,17635,7697,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2016,4,NA,NA,3852,6705,NA,1,50213,14323,33.6,22.2,48.2,Merced County,06,047,06047
Modoc Sheriff's Department,2016,4,2,2,78,240,1,0,9478,NA,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2016,4,NA,NA,2856,7581,0.05,1,122156,16110,24.9,17.5,37,Monterey County,06,053,06053
Napa Corrections Department,2016,4,0,NA,1087,4503,0,0,59546,31013,25,23,23,Napa County,06,055,06055
Nevada Sheriff's Department,2016,4,NA,NA,NA,NA,NA,NA,13319,4528,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2016,4,22,39,30581,136421,4.9,21,720961,111625,45.3,1.3,49.2,Orange County,06,059,06059
Santa Ana Police Department,2016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange County,06,059,06059
Placer Sheriff's Department,2016,4,NA,NA,558,1836,0,8,123489,27774,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2016,4,0,1,85,561,1.8,0,6930,1151,10.9,12.6,6.7,Plumas County,06,063,06063
Riverside Sheriff's Department,2016,4,7,14,19800,201062,6.8,14,426618,192687,28,NA,NA,Riverside County,06,065,06065
Sacramento Sheriff's Department,2016,4,67,363,6472,48047,5.235,35,886431,255350,37,28,61,Sacramento County,06,067,06067
San Benito Sheriff's Department,2016,4,0,1,NA,NA,0,2,8534,3824,26,7,58,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2016,4,4,8,16521,212698,0.5,14,371117,154922,NA,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2016,4,162,555,NA,NA,5,26,981360,245055,25.8,11.8,72.9,San Diego County,06,073,06073
San Diego Work Furlough,2016,4,NA,NA,NA,NA,NA,1,NA,NA,75.88,67.5,84.26,San Diego County,06,073,06073
San Francisco Sheriff's Department,2016,4,NA,NA,12360,4357,NA,10,569095,92595,24,11,75,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2016,4,NA,NA,NA,NA,0,NA,NA,NA,18,6,40,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2016,4,NA,NA,1490,16777,NA,7,88793,20216,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2016,4,28,119,4040,32292,0,11,NA,NA,27,7,76,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2016,4,3,30,NA,NA,NA,6,86957,22189,19,15,21,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2016,4,41,NA,NA,NA,NA,5,447302,140436,32,50,99,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2016,4,NA,NA,2642,9222,4,6,35236,21465,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2016,4,NA,NA,768,3135,NA,5,55230,26133,NA,NA,NA,Shasta County,06,089,06089
Siskiyou Sheriff's Department,2016,4,2,2,285,1108,1,0,20455,13940,19,5,33,Siskiyou County,06,093,06093
Solano Sheriff's Department,2016,4,1,24,7e3,6e3,1,27,141982,21416,25.2,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2016,4,4,9,1780,10946,0,0,321441,148108,28,15,56,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2016,4,40,NA,NA,NA,2,0,95208,11505,22,9,64,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2016,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2016,4,NA,NA,NA,NA,15,2,53465,26034,23,NA,44,Tehama County,06,103,06103
Trinity Sheriff's Department,2016,4,NA,NA,NA,NA,17,0,5701,2296,28,11,41,Trinity County,06,105,06105
Tulare Sheriff's Department,2016,4,NA,NA,NA,NA,NA,0,NA,NA,49.8,30.35,72.6,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2016,4,1,7,530,1910,0,0,34121,2304,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2016,4,NA,NA,5776,13566,0.11,8,168052,29523,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,2016,4,0,16,617,4363,NA,5,28478,14727,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2016,4,NA,NA,292,583,50,0,54460,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2016,3,85,841,4798,11587,3,19,1099560,482203,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,2016,3,0,0,0,0,0,1,19303.51,3474.04,17.9,6,49.849999999999994,Amador County,06,005,06005
Butte Sheriff's Department,2016,3,NA,NA,NA,NA,NA,NA,44890,3692,13,5,34,Butte County,06,007,06007
Calaveras Sheriff's Department,2016,3,NA,NA,189,2453,0,0,8046,1780,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2016,3,0,0,167,1623,3.57,0,12342,6114,31.8,15.27,66.06,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2016,3,NA,NA,565,1485,5,14,304622,57748,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2016,3,NA,NA,NA,NA,0,4,NA,NA,20.7,11,56.3,El Dorado County,06,017,06017
Fresno Sheriff's Department,2016,3,28,171,NA,NA,10.2,16,267464,22149,31.6,20.1,32.8,Fresno County,06,019,06019
Glenn Sheriff's Department,2016,3,0,0,240,3331,1,0,6075,1110,24,16,44,Glenn County,06,021,06021
Humboldt Sheriff's Department,2016,3,NA,NA,884,5497,0,10,24757,8453,14.5,7.6,40.8,Humboldt County,06,023,06023
Imperial Sheriff's Department,2016,3,NA,NA,4271,8755,NA,6,40933,6495,7,9,10,Imperial County,06,025,06025
Inyo Sheriff's Department,2016,3,NA,NA,178,1383,2,0,30337,17349,30,4,63,Inyo County,06,027,06027
Kern Sheriff's Department,2016,3,176,221,6937,48125,3,3,202505,69328,25.9,15.3,60.6,Kern County,06,029,06029
Kings Sheriff's Department,2016,3,NA,NA,694,1697,10,4,112099,4124,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2016,3,NA,NA,280,2392,NA,NA,23243,5889,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2016,3,NA,NA,144,1768,0,0,4845,1291,NA,NA,NA,Lassen County,06,035,06035
