jurisdiction,year,month,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,facility,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility
Glenn Sheriff's Department,2017,september,Glenn County,06,021,06021,Glenn Co Adult Detention Fac,72,7,19,13,111
Humboldt Sheriff's Department,2017,september,Humboldt County,06,023,06023,Humboldt Co. Corr. Facility,230,50,97,14,391
Imperial Sheriff's Department,2017,september,Imperial County,06,025,06025,Herbert Hughes Corr. Center,78,10,5,5,98
Imperial Sheriff's Department,2017,september,Imperial County,06,025,06025,Imperial Adult Regional Fac.,156,20,192,10,378
Inyo Sheriff's Department,2017,september,Inyo County,06,027,06027,Inyo County Jail,27,3,30,4,64
Kern Sheriff's Department,2017,september,Kern County,06,029,06029,Central Receiving Facility,80,23,14,3,120
Kern Sheriff's Department,2017,september,Kern County,06,029,06029,Lerdo Maximum/Medium,277,0,105,0,382
Kern Sheriff's Department,2017,september,Kern County,06,029,06029,Lerdo Minimum,182,35,349,53,619
Kern Sheriff's Department,2017,september,Kern County,06,029,06029,Lerdo Pre-Trial Facility,691,117,119,35,962
Kings Sheriff's Department,2017,september,Kings County,06,031,06031,Kings County Jail Facility,325,73,63,25,486
Lake Sheriff's Department,2017,september,Lake County,06,033,06033,Lake County Hill Road Facility,138,26,94,29,287
Lassen Sheriff's Department,2017,september,Lassen County,06,035,06035,Lassen Adult Detention Facility,49,7,18,7,81
Los Angeles Sheriff's Department,2017,september,Los Angeles County,06,037,06037,LA Century Reg. Det. Facility,0,1453,0,742,2195
Los Angeles Sheriff's Department,2017,september,Los Angeles County,06,037,06037,LA Men's Central Jail,2788,0,1436,0,4224
Los Angeles Sheriff's Department,2017,september,Los Angeles County,06,037,06037,LA North County Corr. Facility,2573,0,1571,0,4144
Los Angeles Sheriff's Department,2017,september,Los Angeles County,06,037,06037,LA Pitchess East Facility,1,0,76,0,77
Los Angeles Sheriff's Department,2017,september,Los Angeles County,06,037,06037,LA Pitchess North Facility,853,0,598,0,1451
Los Angeles Sheriff's Department,2017,september,Los Angeles County,06,037,06037,LA Pitchess South (No. Annex),443,0,903,0,1346
Los Angeles Sheriff's Department,2017,september,Los Angeles County,06,037,06037,LA Twin Towers Corr. Facility,2421,13,935,142,3511
Madera Corrections Department,2017,september,Madera County,06,039,06039,Madera Adult Correctional Fac,294,46,81,11,432
Marin Sheriff's Department,2017,september,Marin County,06,041,06041,Marin County Jail,212,35,60,17,324
Mariposa Sheriff's Department,2017,september,Mariposa County,06,043,06043,Mariposa Co. Adult Det. Fac.,22,7,19,3,51
Mendocino Sheriff's Department,2017,september,Mendocino County,06,045,06045,Mendocino Adult Det. Facility,183,27,75,20,305
Merced Sheriff's Department,2017,september,Merced County,06,047,06047,John Latorraca Correctional Center,373,54,11,2,440
Merced Sheriff's Department,2017,september,Merced County,06,047,06047,Merced County Jail,170,7,4,0,181
Modoc Sheriff's Department,2017,september,Modoc County,06,049,06049,Modoc County Jail,20,3,8,3,34
Mono Sheriff's Department,2017,september,Mono County,06,051,06051,Mono County Jail,19,6,13,0,38
Monterey Sheriff's Department,2017,september,Monterey County,06,053,06053,Monterey County Jail,490,62,291,52,895
Monterey Sheriff's Department,2017,september,Monterey County,06,053,06053,Monterey County Rehabilitation,0,0,0,0,0
Napa Corrections Department,2017,september,Napa County,06,055,06055,Napa County Jail,112,19,40,7,178
Nevada Sheriff's Department,2017,september,Nevada County,06,057,06057,Wayne Brown Correctional Facility,148,34,44,5,231
Orange Sheriff's Department,2017,september,Orange County,06,059,06059,Intake Release Center,307,169,118,142,736
Orange Sheriff's Department,2017,september,Orange County,06,059,06059,James A Musick Facilities,154,21,443,118,736
Orange Sheriff's Department,2017,september,Orange County,06,059,06059,Orange County Mens Jail,881,0,415,0,1296
Orange Sheriff's Department,2017,september,Orange County,06,059,06059,Orange County Women's Jail,0,161,0,174,335
Orange Sheriff's Department,2017,september,Orange County,06,059,06059,Theo Lacy,1420,0,1730,0,3150
Santa Ana Police Department,2017,september,Orange County,06,059,06059,Santa Ana Police Facility,0,0,0,0,0
Placer Sheriff's Department,2017,september,Placer County,06,061,06061,Placer County Main Jail,247,33,45,8,333
Placer Sheriff's Department,2017,september,Placer County,06,061,06061,So. Placer Minimum Security,8,0,107,0,115
Placer Sheriff's Department,2017,september,Placer County,06,061,06061,South Placer Jail,189,6,30,49,274
Plumas Sheriff's Department,2017,september,Plumas County,06,063,06063,Plumas County Jail,40.03,7.930000000000001,8.27,3.3,60
Riverside Sheriff's Department,2017,september,Riverside County,06,065,06065,Blythe Jail,56,0,55,0,111
Riverside Sheriff's Department,2017,september,Riverside County,06,065,06065,Indio Jail,220,47,54,26,347
Riverside Sheriff's Department,2017,september,Riverside County,06,065,06065,Larry D. Smith Correctional Facility,864,132,391,78,1465
Riverside Sheriff's Department,2017,september,Riverside County,06,065,06065,Robert Presley Detention Ctr.,402,125,162,53,742
Riverside Sheriff's Department,2017,september,Riverside County,06,065,06065,Southwest Detention Center,771,4,322,1,1098
Sacramento Sheriff's Department,2017,september,Sacramento County,06,067,06067,Rio Cosumnes Correctional Ctr.,545,40,858,151,1594
Sacramento Sheriff's Department,2017,september,Sacramento County,06,067,06067,Sacramento County Main Jail,1353,159,425,71,2008
San Benito Sheriff's Department,2017,september,San Benito County,06,069,06069,San Benito Adult Detention,73,9,37,9,128
San Bernardino Sheriff's Department,2017,september,San Bernardino County,06,071,06071,San Bernardino Central Detention Center,432,163,98,81,774
San Bernardino Sheriff's Department,2017,september,San Bernardino County,06,071,06071,San Bernardino County Glen Helen,324,152,434,135,1045
San Bernardino Sheriff's Department,2017,september,San Bernardino County,06,071,06071,San Bernardino High Desert Detention Center,963,0,309,0,1272
San Bernardino Sheriff's Department,2017,september,San Bernardino County,06,071,06071,West Valley Detention Center,1838,257,350,87,2532
San Diego Sheriff's Department,2017,september,San Diego County,06,073,06073,East Mesa Reentry Facility,179,0,568,0,747
San Diego Sheriff's Department,2017,september,San Diego County,06,073,06073,George Bailey Detention Facility,806,0,828,0,1634
San Diego Sheriff's Department,2017,september,San Diego County,06,073,06073,Las Colinas Women's Detention,0,441,0,435,876
San Diego Sheriff's Department,2017,september,San Diego County,06,073,06073,San Diego Central Detention,753,0,276,0,1029
San Diego Sheriff's Department,2017,september,San Diego County,06,073,06073,San Diego Facility #8,162,0,92,0,254
San Diego Sheriff's Department,2017,september,San Diego County,06,073,06073,South Bay Regional Facility- Chula Vista,257,0,166,0,423
San Diego Sheriff's Department,2017,september,San Diego County,06,073,06073,Vista Facility,449,49,312,24,834
San Diego Work Furlough,2017,september,San Diego County,06,073,06073,Wk. Furlough/Corr. Alternative,3.2,1.87,136.93,56.6,199
San Francisco Sheriff's Department,2017,september,San Francisco County,06,075,06075,San Francisco County Jail #2,111,94,20,17,242
San Francisco Sheriff's Department,2017,september,San Francisco County,06,075,06075,San Francisco County Jail #3,0,0,0,0,0
San Francisco Sheriff's Department,2017,september,San Francisco County,06,075,06075,San Francisco County Jail #4,287,0,51,0,338
San Francisco Sheriff's Department,2017,september,San Francisco County,06,075,06075,San Francisco County Jail #5,587,0,103,0,690
San Joaquin Sheriff's Department,2017,september,San Joaquin County,06,077,06077,John J. Zunino Facility,787,103,150,14,1054
San Joaquin Sheriff's Department,2017,september,San Joaquin County,06,077,06077,San Joaquin County Honor Farm,56,10,224,35,325
San Luis Obispo Sheriff's Department,2017,september,San Luis Obispo County,06,079,06079,San Luis Obispo County Jail,247,54,200,52,553
San Luis Obispo Sheriff's Department,2017,september,San Luis Obispo County,06,079,06079,San Luis Obispo Honor Farm,0,0,53,0,53
San Mateo Sheriff's Department,2017,september,San Mateo County,06,081,06081,Maguire Correctional Facility,432,5,140,0,577
San Mateo Sheriff's Department,2017,september,San Mateo County,06,081,06081,Maple Street Correctional Facility,147,67,153,36,403
San Mateo Sheriff's Department,2017,september,San Mateo County,06,081,06081,SM Transitional Facility,0,0,22,8,30
Santa Barbara Sheriff's Department,2017,september,Santa Barbara County,06,083,06083,Medium Security Facility,121,0,68,0,189
Santa Barbara Sheriff's Department,2017,september,Santa Barbara County,06,083,06083,Santa Barbara County Main Jail,496,85,146,35,762
Santa Barbara Sheriff's Department,2017,september,Santa Barbara County,06,083,06083,Santa Maria Branch Jail,0,0,0,0,0
Santa Clara Corrections Department,2017,september,Santa Clara County,06,085,06085,Elmwood Complex - Men's facility,1475,0,774,0,2249
Santa Clara Corrections Department,2017,september,Santa Clara County,06,085,06085,Elmwood Complex - Women's Facility,0,282,0,159,441
Santa Clara Corrections Department,2017,september,Santa Clara County,06,085,06085,Santa Clara County Main Jail,723,0,89,0,812
Santa Cruz Sheriff's Department,2017,september,Santa Cruz County,06,087,06087,Santa Cruz Blaine Womens Min,0,0,0,0,0
Santa Cruz Sheriff's Department,2017,september,Santa Cruz County,06,087,06087,Santa Cruz Main Jail,255,24,87,7,373
Santa Cruz Sheriff's Department,2017,september,Santa Cruz County,06,087,06087,Santa Cruz Medium Security,22,8,21,11,62
Shasta Sheriff's Department,2017,september,Shasta County,06,089,06089,Shasta County Main Jail,219,36,74,17,346
Siskiyou Sheriff's Department,2017,september,Siskiyou County,06,093,06093,Siskiyou County Jail,70,14,11,0,95
Solano Sheriff's Department,2017,september,Solano County,06,095,06095,Claybank Facility,75,0,51,0,126
Solano Sheriff's Department,2017,september,Solano County,06,095,06095,Solano County Justice Center,354,88,57,46,545
Solano Sheriff's Department,2017,september,Solano County,06,095,06095,Stanton Correctional Facility,215,0,82,0,297
Sonoma Sheriff's Department,2017,september,Sonoma County,06,097,06097,Sonoma Main Adult Detention,366,96,232,67,761
Sonoma Sheriff's Department,2017,september,Sonoma County,06,097,06097,Sonoma-North County Facility,153,0,201,0,354
Stanislaus Sheriff's Department,2017,september,Stanislaus County,06,099,06099,Public Safety Cntr Units 1 & 2,129,16,169,30,344
Stanislaus Sheriff's Department,2017,september,Stanislaus County,06,099,06099,Stanislaus Co. Public Safety Center,469,75,97,31,672
Stanislaus Sheriff's Department,2017,september,Stanislaus County,06,099,06099,Stanislaus County Jail,100,0,48,0,148
Sutter Sheriff's Department,2017,september,Sutter County,06,101,06101,Sutter County Jail,143,9,50,25,227
Tehama Sheriff's Department,2017,september,Tehama County,06,103,06103,Tehama County Jail,100,14,60,16,190
Trinity Sheriff's Department,2017,september,Trinity County,06,105,06105,Trinity Co. Detention Facility,34,1,10,6,51
Tulare Sheriff's Department,2017,september,Tulare County,06,107,06107,Bob Wiley Detention Facility,374,81,156,67,678
Tulare Sheriff's Department,2017,september,Tulare County,06,107,06107,Men's Correctional Facility,136,9,154,39,338
Tulare Sheriff's Department,2017,september,Tulare County,06,107,06107,Pre-Trial Facility,239,34,103,10,386
Tulare Sheriff's Department,2017,september,Tulare County,06,107,06107,Tulare County Jail,92,0,167,0,259
Tuolumne Sheriff's Department,2017,september,Tuolumne County,06,109,06109,Tuolumne County Jail,93,21,23,8,145
Ventura Sheriff's Department,2017,september,Ventura County,06,111,06111,Todd Road Jail,306,132,263,92,793
Ventura Sheriff's Department,2017,september,Ventura County,06,111,06111,Ventura County Main Jail,548,10,242,3,803
Yolo Sheriff's Department,2017,september,Yolo County,06,113,06113,Leinberger Center,40,5,52,5,102
Yolo Sheriff's Department,2017,september,Yolo County,06,113,06113,Monroe Detention Center,190,23,53,6,272
Yuba Sheriff's Department,2017,september,Yuba County,06,115,06115,Yuba County Jail,282,27,33,9,351
Alameda Sheriff's Department,2017,october,Alameda County,06,001,06001,Glen Dyer Jail,385,0,28,0,413
Alameda Sheriff's Department,2017,october,Alameda County,06,001,06001,Santa Rita Jail,1588,192,337,40,2157
Amador Sheriff's Department,2017,october,Amador County,06,005,06005,Amador County Jail,34.230000000000004,11.350000000000001,31.939999999999998,10.739999999999998,88
Butte Sheriff's Department,2017,october,Butte County,06,007,06007,Butte County Jail,322,54,163,26,565
Calaveras Sheriff's Department,2017,october,Calaveras County,06,009,06009,Calaveras Co. Adult Detention Facility,55,12,22,7,96
Colusa Sheriff's Department,2017,october,Colusa County,06,011,06011,Colusa County Jail,42,9,21,5,77
Contra Costa Sheriff's Department,2017,october,Contra Costa County,06,013,06013,Marsh Creek Detention Facility,0,0,58,0,58
Contra Costa Sheriff's Department,2017,october,Contra Costa County,06,013,06013,Martinez Detention Facility,515,8,120,12,655
Contra Costa Sheriff's Department,2017,october,Contra Costa County,06,013,06013,West County Detention Facility,419,182,127,65,793
Del Norte Sheriff's Department,2017,october,Del Norte County,06,015,06015,Del Norte County Jail,55,5,33,14,107
El Dorado Sheriff's Department,2017,october,El Dorado County,06,017,06017,El Dorado County Jail,124,23,90,26,263
El Dorado Sheriff's Department,2017,october,El Dorado County,06,017,06017,South Lake Tahoe Jail,44,5,78,11,138
Fresno Sheriff's Department,2017,october,Fresno County,06,019,06019,Fresno County Main Jail,694,17,230,1,942
Fresno Sheriff's Department,2017,october,Fresno County,06,019,06019,Fresno North Annex  Jail,1094,0,513,0,1607
Fresno Sheriff's Department,2017,october,Fresno County,06,019,06019,Fresno South Annex Jail,118,209,26,119,472
Glenn Sheriff's Department,2017,october,Glenn County,06,021,06021,Glenn Co Adult Detention Fac,58,6,25,12,101
Humboldt Sheriff's Department,2017,october,Humboldt County,06,023,06023,Humboldt Co. Corr. Facility,248,43,79,15,385
Imperial Sheriff's Department,2017,october,Imperial County,06,025,06025,Herbert Hughes Corr. Center,73,9,4,4,90
Imperial Sheriff's Department,2017,october,Imperial County,06,025,06025,Imperial Adult Regional Fac.,146,19,180,9,354
Inyo Sheriff's Department,2017,october,Inyo County,06,027,06027,Inyo County Jail,26,3,31,2,62
Kern Sheriff's Department,2017,october,Kern County,06,029,06029,Central Receiving Facility,80,21,17,2,120
Kern Sheriff's Department,2017,october,Kern County,06,029,06029,Lerdo Maximum/Medium,288,0,92,0,380
Kern Sheriff's Department,2017,october,Kern County,06,029,06029,Lerdo Minimum,175,42,349,47,613
Kern Sheriff's Department,2017,october,Kern County,06,029,06029,Lerdo Pre-Trial Facility,685,120,120,34,959
Kings Sheriff's Department,2017,october,Kings County,06,031,06031,Kings County Jail Facility,314,62,58,26,460
Lake Sheriff's Department,2017,october,Lake County,06,033,06033,Lake County Hill Road Facility,140,25,92,29,286
Lassen Sheriff's Department,2017,october,Lassen County,06,035,06035,Lassen Adult Detention Facility,49,9,17,5,80
Los Angeles Sheriff's Department,2017,october,Los Angeles County,06,037,06037,LA Century Reg. Det. Facility,0,1377,0,797,2174
Los Angeles Sheriff's Department,2017,october,Los Angeles County,06,037,06037,LA Men's Central Jail,2784,0,1477,0,4261
Los Angeles Sheriff's Department,2017,october,Los Angeles County,06,037,06037,LA North County Corr. Facility,2562,0,1593,0,4155
Los Angeles Sheriff's Department,2017,october,Los Angeles County,06,037,06037,LA Pitchess East Facility,0,0,72,0,72
Los Angeles Sheriff's Department,2017,october,Los Angeles County,06,037,06037,LA Pitchess North Facility,839,0,617,0,1456
Los Angeles Sheriff's Department,2017,october,Los Angeles County,06,037,06037,LA Pitchess South (No. Annex),453,0,902,0,1355
Los Angeles Sheriff's Department,2017,october,Los Angeles County,06,037,06037,LA Twin Towers Corr. Facility,2479,18,839,156,3492
Madera Corrections Department,2017,october,Madera County,06,039,06039,Madera Adult Correctional Fac,319,46,68,9,442
